Supporting Information for

Toward new solvents for EDLCs: From computational
screening to electrochemical validation

C. Schiitter,* T. Husch®, M. Korth>*, A. Balducci*:<*

@ University of Minster, MEET Battery Research Centre and Institute of Physical Chemistry, Corrensstr. 28/30, 48149 Minster (D)
> Ulm University, Institute for Theoretical Chemistry, Albert-Einstein-Allee 11, 89081 Ulm (D)
© Helmholtz Institute Ulm, Karlsruhe Institute of Technology, Helmholtzstrae 11, 89081 Ulm (D)

* Corresponding author e-mail: andrea.balducci@uni-muenster.de, martin.korth@uni-ulm.de

Contents:
1. SQM data set
2. DFT data set

1. SQM data set

ID HOMO/eV LUMO/eV n/cP Tb/K Tf/K Tm/K DeltaGsolv-Li-kcal/mol DeltaGsolv-pf6-kcal/mol
N10111694 -10.754 0.998 2.39872 561.793 368.019 67.2 -122.72207 -48.25919
N10111695 -10.768 1.019 2.37229 559.792 366.736 65.7 -122.78504 -48.31015
N10111696 -10.701 0.998 2.44732 559.563 366.903 66.4 -122.68314 -48.30214
N10111697 -10.736 1.038 2.32188 565.837 369.734 66.3 -122.67423 -48.33033
N10111698 -10.765 0.994 2.43441 562.520 368.474 69.5 -122.55216 -48.25712
N10111699 -10.782 0.994 2.71857 564.644 369.420 80.3 -122.73879 -48.35592
N1011169 -10.811 1.022 1.59305 524.257 352.074 -11.5 -122.24174 -47.98861
N101116 -10.933 1.004 2.49352 550.524 370.774 -27.0 -122.15825 -48.10682
N10111700 -10.760 0.974 2.75544 562.160 368.348 82.0 -122.54203 -48.37289
N10111701 -10.797 1.031 2.90688 574.425 376.576 76.2 -123.00165 -48.54455
N10111702 -10.622 1.017 2.90438 575.350 376.961 73.8 -122.78252 -48.58268
N10111703 -10.700 1.024 2.86646 572.591 375.430 79.3 -122.92519 -48.55698
N10111704 -10.646 1.018 2.90392 574.204 376.530 77.3 -122.85002 -48.52642
N10111705 -10.594 1.073 2.75778 576.307 376.851 76.5 -123.09354 -48.65456
N10111706 -10.790 1.013 2.88444 574.827 376.786 73.4 -122.84783 -48.57686
N10111707 -9.725 1.002 2.42633 552.342 365.138 74.4 -122.45040 -48.71152
N1C111708 -9.340 0.999 2.80533 567.354 374.378 73.7 -122.52105 -48.79791
N10111709 -10.563 1.028 2.83980 568.882 373.378 76.3 -122.98172 -48.59373
N1011170 -11.022 1.123 1.48022 525.885 352.020 -6.9 -122.50869 -47.90914
N10111710 -10.979 1.002 2.07033 557.994 364.036 62.0 -123.46357 -48.20420
N10111711 -10.832 0.954 2.09211 557.949 364.266 72.3 -122.98265 -48.14881
N10111712 -10.823 0.946 2.10819 552.553 361.703 72.9 -122.73720 -48.08068
N10111713 -10.827 0.943 2.08179 550.103 360.054 72.6 -122.72899 -48.10584
N10111714 -9.609 1.008 2.16928 550.349 362.802 72.8 -122.71194 -48.41186
N10111715 -10.854 0.995 2.19193 555.188 362.047 70.3 -123.12057 -48.11007
N10111716 -10.934 0.991 2.22453 558.435 363.955 74.7 -123.07023 -48.10809
N10111717 -10.845 0.931 2.09550 553.381 362.074 72.3 -122.59546 -48.10933
N10111718 -10.903 1.007 2.09866 551.553 360.832 69.4 -123.25232 -48.22043
N10111719 -10.940 1.001 2.21780 557.094 363.228 72.1 -123.18604 -48.11411
N1011171 -10.955 1.043 1.53372 523.039 350.768 -8.6 -122.76291 -47.89524
N10111720 -10.592 1.012 2.19350 554.741 361.945 74.4 -123.03463 -48.10400
N10111721 -10.845 0.956 2.20430 561.105 366.750 73.1 -122.91167 -48.15924
N10111722 -10.848 0.973 2.06756 548.527 359.121 72.2 -122.81567 -48.24093
N10111723 -10.835 1.031 2.20508 561.955 365.879 69.2 -123.33982 -48.12391
N10111724 -10.704 1.036 2.21500 563.073 366.138 72.7 -123.40997 -48.24790
N10111725 -10.799 0.977 2.26180 561.895 366.049 70.5 -123.02943 -48.18876
N10111727 -10.782 1.014 2.31233 563.908 367.249 72.3 -123.25555 -48.17784
N10111728 -10.821 1.015 2.21488 557.467 363.350 75.2 -122.99713 -48.15550
N10111729 -10.935 0.888 2.10322 547.919 359.406 66.3 -122.07619 -48.01237
N1011172 -10.981 1.125 1.53549 526.008 352.695 -10.6 -122.10462 -47.90041
N10111730 -10.824 0.879 2.21676 550.938 361.610 72.2 -122.09835 -48.05334
N10111731 -10.843 0.916 2.12791 552.897 362.227 72.9 -122.32678 -48.03889
N10111732 -10.869 0.979 2.19122 556.121 363.933 71.3 -122.84817 -48.20518
N10111733 -10.987 0.958 2.19108 557.259 364.611 70.3 -122.66437 -48.18034
N10111734 -10.846 0.886 2.09683 550.584 360.693 68.0 -122.10494 -48.06667
N10111735 -10.791 0.901 2.28431 554.688 363.863 75.9 -122.31568 -48.05288
N10111736 -10.886 0.906 2.15918 549.769 360.546 75.1 -122.42648 -48.11124
N10111737 -10.864 0.967 2.28670 556.129 363.228 68.3 -122.72178 -48.12162
N10111738 -10.689 0.960 2.20607 553.036 361.108 76.2 -122.67906 -48.11869
N10111739 -10.750 0.948 2.38710 560.105 365.918 72.7 -122.51639 -48.09344
N1011173 -10.946 1.034 1.62479 528.716 354.623 -10.1 -122.40993 -47.88257
N10111740 -10.480 0.986 2.20566 551.856 360.507 74.0 -122.67991 -48.13268
N10111741 -10.857 0.961 2.37445 559.364 365.428 73.3 -122.65966 -48.04531
N10111742 -10.818 0.970 2.30027 555.104 362.546 73.5 -122.83850 -48.16021
N10111743 -10.937 0.878 2.23994 552.328 362.526 76.9 -122.09301 -48.01015
N10111744 -10.953 0.978 2.21381 556.747 364.400 77.0 -122.81499 -48.15984
N10111745 -10.813 0.891 2.29818 555.203 364.292 75.7 -122.22440 -48.05360
N10111746 -10.847 0.943 2.40554 559.825 365.819 76.2 -122.49921 -48.09279
N10111747 -10.936 0.964 2.32841 558.590 364.834 76.3 -122.66747 -48.07198
N10111748 -10.882 0.945 2.33547 555.564 363.132 75.0 -122.49613 -48.05090
N10111749 -10.548 0.984 2.25562 554.194 362.047 76.3 -122.65356 -48.09915
N1011174 -10.970 1.018 1.73275 532.972 357.655 -13.9 -122.19584 -47.94000
N10111750 -10.872 0.968 2.37083 558.784 365.064 73.8 -122.77297 -48.03455
N10111751 -10.879 0.971 2.19637 555.486 363.665 71.6 -122.54375 -48.15953
N10111752 -10.762 1.027 2.25393 560.325 365.138 69.9 -123.14278 -48.23828
N10111753 -10.723 1.023 2.21340 556.179 362.675 74.2 -122.95232 -48.19749
N10111754 -10.938 0.953 2.16825 553.384 362.392 70.9 -122.45452 -48.22058
N10111755 -10.782 1.047 2.18912 558.137 363.688 68.1 -123.15144 -48.12339
N10111756 -10.609 1.006 2.24847 561.715 365.924 72.5 -122.91559 -48.15829
N10111757 -10.868 0.996 2.28456 557.417 363.849 68.0 -122.66668 -48.16127
N10111758 -10.839 1.051 2.22845 561.431 365.428 69.9 -123.15323 -48.25607
N10111759 -10.841 0.974 2.22981 557.091 364.726 73.5 -122.58597 -48.20667
N1011175 -10.811 1.056 1.57060 527.262 353.653 -12.3 -121.67160 -47.85817
N10111760 -10.732 1.005 2.34131 563.396 367.210 73.2 -122.90858 -48.21203
N10111761 -10.582 1.032 2.26699 560.149 365.064 74.9 -123.11918 -48.20562
N10111762 -10.798 0.998 2.35238 558.349 364.611 73.1 -122.68795 -48.20061
N10111763 -10.881 1.000 2.36008 559.150 365.138 71.3 -122.67044 -48.17862
N10111764 -10.788 0.997 2.41616 564.857 368.348 73.8 -122.81852 -48.19317
N10111765 -10.680 1.034 2.18437 557.188 364.445 47.2 -122.72019 -48.28262
N10111766 -10.747 1.080 2.06662 557.271 363.817 54.2 -122.98011 -48.19357
N10111767 -10.758 0.878 2.35704 554.708 364.445 80.3 -121.95475 -48.03178
N10111768 -10.769 0.876 2.34825 552.572 363.228 67.2 -121.92757 -48.04405
N10111769 -10.828 0.936 2.41824 556.917 364.488 74.2 -122.27053 -48.05771
N1011176 -11.145 1.040 1.74183 534.353 358.242 -13.8 -122.52091 -47.88574
N10111770 -10.419 0.965 2.30649 551.874 361.108 75.9 -122.36987 -48.08474
N10111771 -10.746 0.931 2.33679 555.972 363.504 73.1 -122.36527 -48.03983
N10111772 -10.856 0.937 2.47284 559.211 366.032 77.2 -122.28813 -48.00770
N10111773 -10.755 1.092 2.35365 567.966 369.580 68.2 -123.24140 -48.27889
N10111774 -10.943 1.052 2.48014 570.936 371.790 71.0 -122.98854 -48.24838
N10111775 -10.690 1.045 2.16792 557.747 364.445 61.6 -123.33563 -48.44542
N10111776 -10.759 1.011 2.10150 554.162 362.035 72.1 -123.89539 -48.25314
N10111777 -10.821 0.987 2.17999 557.168 363.928 66.2 -123.51710 -48.30209
N10111778 -10.676 1.018 2.16548 554.177 362.526 72.8 -123.35564 -48.28071
N10111779 -9.823 0.917 1.94243 537.008 354.623 73.5 -122.30303 -48.49675
N1011177 -11.087 1.020 1.79636 533.453 358.057 -14.6 -122.44703 -47.92887
N10111780 -10.833 1.008 2.19752 551.869 361.245 71.0 -123.39846 -48.31470
N10111781 -10.649 1.037 2.25714 553.752 362.874 65.0 -122.92707 -48.35020
N10111782 -10.740 1.006 2.25865 554.532 363.261 66.1 -122.76549 -48.33106
N10111783 -10.724 0.970 2.34717 562.781 367.830 72.8 -123.52562 -48.36683
N10111784 -10.812 0.966 2.16112 555.137 362.961 71.4 -123.24693 -48.33115
N10111785 -10.734 1.001 2.38478 567.879 369.451 72.5 -123.57855 -48.27729
N10111786 -10.786 0.981 2.34960 569.027 369.900 72.8 -123.61216 -48.28445
N10111787 -10.761 0.983 2.33359 558.341 365.509 73.1 -123.02761 -48.30079
N10111788 -10.693 1.030 2.35481 562.063 366.289 74.4 -123.56074 -48.28093
N10111789 -10.726 1.029 2.38752 561.200 366.049 74.6 -123.37157 -48.27859
N1011178 -10.880 1.065 1.68062 536.885 359.328 -14.4 -122.56153 -47.87865
N10111790 -10.842 0.987 2.35987 558.511 365.659 70.2 -123.18738 -48.34412
N10111791 -10.737 1.026 2.42078 564.087 367.620 73.5 -123.58845 -48.34201
N10111792 -10.747 1.043 2.46709 561.519 366.442 73.5 -123.55919 -48.38265
N10111793 -10.541 1.040 2.34930 563.204 366.736 74.5 -123.59561 -48.32699
N10111794 -10.797 1.026 2.24396 555.063 363.431 64.7 -123.14223 -48.42260
N10111795 -10.688 1.017 2.37728 565.880 368.348 71.7 -123.83306 -48.32557
N10111797 -9.533 0.999 2.85144 586.539 380.877 72.0 -123.39237 -48.66014
N10111798 -10.874 0.971 2.23366 560.297 366.049 73.8 -123.55504 -48.25677
N10111799 -10.886 1.034 2.23197 558.579 364.851 73.3 -123.63422 -48.32492
N1011179 -10.938 0.999 2.03764 542.781 364.701 -18.7 -122.03790 -47.91593
N101117 -10.924 1.009 2.36754 548.712 369.298 -28.0 -122.22887 -48.12225
NC111800 -10.957 1.000 2.34096 561.039 367.076 77.5 -123.06912 -48.29615
N10111801 -10.766 1.005 2.38695 559.367 366.499 64.8 -122.61626 -48.29405
N10111802 -10.820 0.963 2.38663 568.238 371.189 72.2 -123.49277 -48.20848
N10111803 -10.809 1.030 2.26976 564.042 368.019 70.7 -123.60918 -48.29733
N10111804 -10.812 1.039 2.49936 572.832 372.472 71.7 -123.97968 -48.33930
N10111805 -10.890 1.014 2.48166 570.091 370.953 73.5 -123.63124 -48.30627
N10111806 -10.807 1.070 2.42077 567.739 369.312 70.7 -123.98054 -48.31713
N10111807 -10.601 1.032 2.35312 566.312 368.467 73.3 -123.62569 -48.23480
N10111808 -10.874 1.008 2.51108 568.304 370.248 74.6 -123.66846 -48.25747
N10111809 -10.941 1.031 2.38162 564.641 367.728 72.0 -123.47554 -48.21227
N1011180 -10.671 1.118 1.48562 519.560 347.976 2.2 -123.72061 -48.41062
N10111810 -10.773 0.972 2.34398 558.955 365.879 73.0 -123.14439 -48.30365
N10111811 -10.768 0.968 2.57151 569.760 371.514 74.4 -123.18625 -48.24452
N10111812 -10.843 1.030 2.49727 558.030 364.726 73.8 -123.34075 -48.35626
N10111813 -10.786 1.039 2.50092 568.541 370.293 72.1 -123.50677 -48.36062
N10111814 -10.516 1.044 2.37001 562.068 366.251 74.0 -123.52176 -48.29153
N10111815 -10.738 1.013 2.56182 566.914 369.824 75.9 -123.46730 -48.24487
N10111816 -10.856 1.065 2.37676 565.828 368.222 72.5 -123.73825 -48.37704
N10111817 -10.691 0.957 2.32449 557.401 365.138 71.2 -122.90512 -48.39262
N10111818 -10.537 0.980 2.32277 559.417 364.851 72.4 -123.09758 -48.23888
N10111819 -10.634 0.993 2.36349 558.126 364.445 74.4 -123.01790 -48.29682
N1011181 -10.625 1.030 1.45600 519.413 347.798 -2.2 -123.04553 -48.36216
N10111820 -10.513 0.987 2.44441 555.027 363.242 75.8 -122.82791 -48.27862
N10111821 -10.655 1.005 2.32097 559.453 366.032 75.4 -123.45305 -48.37481
N10111822 -10.693 0.972 2.32690 556.047 364.400 76.1 -122.92483 -48.24284
N10111823 -10.638 0.950 2.34672 556.627 364.888 77.8 -122.86422 -48.30102
N10111824 -10.881 0.954 2.40739 558.036 365.918 73.3 -122.80448 -48.27018
N10111825 -10.699 0.949 2.33260 557.727 365.250 71.4 -122.94930 -48.27055
N10111826 -10.762 0.933 2.17888 559.227 365.442 71.7 -123.16781 -48.33621
N10111827 -10.745 1.025 2.40521 564.175 367.566 71.9 -123.58604 -48.29991
N10111828 -10.544 0.998 2.39301 563.630 367.380 71.0 -123.28013 -48.24229
N10111829 -10.709 0.977 2.27095 554.120 363.067 69.9 -123.12260 -48.37069
N1011182 -10.755 1.075 1.54818 525.941 352.004 -5.0 -123.24062 -48.30483
N10111830 -10.817 1.002 2.43116 561.551 366.518 68.0 -123.10137 -48.26373
N10111831 -10.610 1.086 2.24632 561.084 366.718 65.2 -123.16233 -48.27566
N10111832 -10.683 1.018 2.36047 561.226 367.256 61.4 -122.89988 -48.34893
N10111833 -10.578 0.999 2.21402 556.678 364.141 73.0 -123.08531 -48.33170
N10111834 -10.550 0.976 2.49072 566.836 369.484 72.8 -123.21800 -48.32118
N10111835 -10.683 0.948 2.48915 562.641 368.775 73.6 -122.68796 -48.31203
N10111836 -10.588 0.974 2.47524 565.163 368.678 73.7 -123.00385 -48.31221
N10111837 -10.453 1.000 2.45819 563.276 367.492 75.7 -123.12609 -48.27550
N10111838 -10.666 0.975 2.48946 559.616 365.819 74.0 -122.83524 -48.25198
N10111839 -10.744 0.952 2.23437 553.340 362.675 74.8 -122.77414 -48.315414
N1011183 -10.788 1.136 1.60647 522.636 350.550 -7.8 -123.65112 -48.30903
N10111840 -10.696 0.975 2.50909 560.467 366.442 72.6 -122.81014 -48.26940
N10111841 -10.732 0.976 2.54785 561.277 366.986 74.0 -122.80497 -48.24233
N10111842 -10.567 1.078 2.49981 571.508 371.950 74.8 -123.40667 -48.42442
N10111843 -10.752 0.984 2.62868 561.124 367.256 72.9 -122.70499 -48.29970
N10111844 -10.722 0.979 2.32913 564.171 367.566 72.0 -123.31794 -48.18536
N10111845 -10.848 0.981 2.38779 565.636 368.348 71.4 -123.39692 -48.29420
N10111846 -10.609 1.005 2.44488 565.027 368.490 73.5 -123.18730 -48.30508
N10111847 -10.919 1.030 2.44484 565.682 368.614 70.0 -123.29552 -48.42160
N10111848 -10.757 0.986 2.40637 563.674 367.492 71.2 -123.38327 -48.35232
N10111849 -10.696 0.986 2.48395 560.724 366.396 70.2 -122.90651 -48.33494
N1011184 -10.623 1.075 1.61723 522.662 350.712 -6.0 -123.34613 -48.25152
N10111850 -10.478 1.002 2.36604 558.567 364.611 75.2 -123.07902 -48.29082
N10111851 -10.708 0.968 2.54364 564.609 368.678 71.0 -122.95173 -48.29501
N10111852 -10.672 0.979 2.56427 564.110 368.614 71.9 -122.77578 -48.29281
N10111853 -10.734 0.988 2.54924 556.149 364.222 70.3 -122.73533 -48.32465
N10111854 -10.950 0.950 2.52605 562.594 368.930 80.6 -122.69946 -48.28043
N10111855 -10.796 0.992 2.52066 565.112 368.743 76.3 -123.08828 -48.18241
N10111856 -10.804 0.930 2.58452 567.297 371.770 73.8 -122.59773 -48.21173
N10111857 -10.771 0.967 2.71051 570.294 372.440 78.4 -122.89639 -48.21537
N10111858 -10.498 1.029 2.44076 564.187 367.849 80.7 -123.24213 -48.23552
N10111859 -10.943 0.990 2.61219 565.674 369.580 70.9 -122.91620 -48.20424
N1011185 -10.875 1.111 1.73569 533.442 357.262 -7.2 -123.32944 -48.30507
N10111860 -10.714 0.968 2.65151 567.971 370.981 76.1 -122.92750 -48.18636
N10111861 -10.861 0.973 2.69852 567.185 370.908 75.5 -122.71949 -48.20345
N10111862 -10.718 0.982 2.52117 567.072 371.425 58.9 -122.54602 -48.18396
N10111863 -10.847 0.984 2.67321 563.769 368.995 73.1 -122.71969 -48.24324
N10111864 -10.809 0.982 2.43313 567.306 369.580 71.2 -123.38414 -48.30333
N10111865 -10.731 1.000 2.35619 559.023 364.851 72.9 -123.24612 -48.28286
N10111866 -10.562 1.074 2.50503 564.661 369.420 70.3 -123.22486 -48.59077
N10111867 -10.751 1.076 2.58824 567.500 371.471 69.2 -123.28667 -48.55912
N10111868 -10.657 1.060 2.56504 565.001 369.824 69.9 -123.42930 -48.61544
N10111869 -10.704 1.047 2.54061 565.644 370.052 68.4 -123.32555 -48.66660
N1011186 -10.697 1.113 1.51388 517.924 347.243 -7.6 -123.84782 -48.30728
N10111870 -10.525 1.028 2.63930 569.815 373.016 70.7 -123.08987 -48.55600
N10111871 -10.476 1.040 2.69077 565.671 370.953 71.1 -122.98594 -48.54883
N10111872 -10.674 1.042 2.68443 564.550 370.390 70.8 -123.02838 -48.54684
N10111873 -10.599 1.054 2.51608 563.261 368.898 68.4 -123.10599 -48.59859
N10111874 -10.473 1.018 2.87921 575.590 377.104 70.5 -122.86005 -48.60662
N10111875 -10.606 1.039 2.74339 568.071 372.395 70.7 -123.12568 -48.57204
N10111876 -10.518 1.020 2.65055 569.637 372.878 71.7 -122.85735 -48.60665
N10111877 -10.628 1.058 2.71097 567.023 371.770 68.8 -123.03082 -48.57002
N10111878 -10.638 1.037 2.73897 573.197 375.038 68.8 -123.18263 -48.63202
N10111879 -10.798 1.046 2.53020 567.573 371.122 66.2 -123.15270 -48.64888
N1011187 -10.716 1.107 1.74043 531.364 356.180 -10.1 -123.66968 -48.19116
N10111880 -10.784 1.042 2.75457 570.868 373.852 64.3 -123.23398 -48.63049
N10111881 -10.610 1.056 2.71354 565.790 371.078 67.7 -123.12830 -48.48682
N10111882 -10.646 1.051 2.70316 564.764 370.490 69.3 -122.99786 -48.51631
N10111883 -10.485 1.038 2.60569 566.676 371.078 70.1 -123.14986 -48.56499
N10111884 -10.518 1.026 2.91345 570.997 374.721 73.8 -122.99832 -48.54427
N10111885 -10.756 1.028 2.86899 573.432 375.756 65.9 -122.98748 -48.53550
N10111886 -10.551 1.024 2.92919 571.480 375.057 66.8 -122.93963 -48.55537
N10111887 -10.678 1.027 2.71054 566.726 371.547 70.6 -122.94800 -48.57466
N10111888 -10.594 1.024 2.78865 569.117 373.177 65.5 -122.96680 -48.58101
N10111889 -10.668 1.070 2.81933 579.875 379.132 67.2 -123.11538 -48.66800
N1011188 -10.537 1.037 1.64392 519.454 349.241 1.5 -122.87525 -48.47628
N10111890 -10.776 1.034 2.94738 573.125 375.954 72.4 -122.84925 -48.56833
N10111891 -10.776 1.020 3.05432 574.168 376.913 65.8 -122.89951 -48.50532
N10111892 -10.786 0.947 2.09258 554.134 362.227 79.4 -123.01398 -48.16101
N10111893 -10.787 0.938 2.03446 548.878 359.044 82.7 -122.82905 -48.23546
N10111894 -10.818 0.934 2.15314 553.249 362.227 79.0 -122.75589 -48.16329
N10111895 -10.921 0.938 2.09355 552.131 361.269 78.7 -122.86803 -48.15136
N10111896 -10.773 0.948 2.14237 558.519 364.940 76.8 -122.85223 -48.19202
N10111897 -10.788 0.982 2.09920 556.757 363.601 81.4 -123.14074 -48.29439
N10111898 -10.847 0.978 2.08879 556.131 363.431 80.0 -123.08624 -48.19820
N10111899 -10.781 1.000 2.03542 549.707 359.406 80.5 -123.03119 -48.24706
N1011189 -10.623 1.033 1.60599 517.827 348.229 -3.8 -122.84116 -48.39864
N101118 -10.875 0.998 2.52787 549.224 370.293 -28.6 -122.05165 -48.12027
NC111900 -10.958 0.973 2.05061 550.982 360.361 78.3 -122.82851 -48.24552
N10111901 -10.779 0.976 2.05925 551.158 360.653 80.5 -122.77269 -48.17432
N10111902 -10.722 0.905 2.20383 552.233 362.181 77.3 -122.34295 -48.10508
N10111903 -10.898 0.911 2.14773 550.679 360.885 80.1 -122.45746 -48.13601
N10111904 -10.759 0.953 2.11886 552.095 361.421 79.2 -122.48801 -48.24754
N10111905 -10.832 0.996 2.16443 552.158 361.610 79.2 -122.88177 -48.21040
N10111906 -10.893 0.939 2.16413 554.102 362.802 80.6 -122.42934 -48.18997
N10111907 -10.455 0.940 2.17750 558.505 364.726 79.9 -123.46888 -48.36919
N10111908 -10.672 0.986 2.23666 556.254 363.928 80.6 -123.18559 -48.34466
N10111909 -10.740 0.988 2.11812 558.252 364.488 82.3 -123.62511 -48.23760
N1011190 -10.687 1.011 1.65516 522.446 351.003 -5.3 -122.57738 -48.34501
N10111910 -10.656 1.023 2.21891 556.334 363.634 80.3 -123.61483 -48.33820
N10111911 -10.736 0.978 2.21554 560.424 366.049 78.6 -123.67370 -48.24941
N10111912 -10.935 1.032 2.24970 557.506 364.400 77.0 -123.69824 -48.36385
N10111913 -10.673 0.971 2.30197 557.028 364.691 80.6 -123.03408 -48.34017
N10111914 -10.731 0.948 2.26816 557.973 365.021 81.3 -123.02740 -48.33123
N10111915 -10.728 1.002 2.25330 558.850 365.250 81.0 -123.65850 -48.37818
N10111916 -10.841 1.004 2.18631 555.508 363.151 81.8 -123.71682 -48.40582
N10111917 -10.804 1.007 2.24057 560.430 366.093 77.3 -123.62122 -48.37919
N10111918 -10.905 0.978 2.30007 564.112 368.546 77.4 -123.70062 -48.21420
N10111919 -10.871 0.985 2.29749 559.430 365.819 77.0 -123.37595 -48.26031
N1011191 -10.819 1.030 1.76357 528.096 354.785 -6.4 -122.75664 -48.30517
N10111920 -10.580 1.002 2.26669 558.528 365.250 81.9 -123.48185 -48.38609
N10111921 -10.703 0.949 2.27365 558.905 365.659 82.1 -122.94105 -48.26876
N10111922 -10.529 0.946 2.30432 557.430 365.091 83.2 -122.88978 -48.31566
N10111923 -10.650 1.009 2.24304 558.194 364.895 82.1 -123.59383 -48.38328
N10111924 -10.743 0.944 2.16332 556.126 363.485 79.7 -123.36763 -48.40376
N10111925 -10.635 0.970 2.28106 555.337 363.753 81.1 -123.00119 -48.33262
N10111926 -10.550 0.970 2.43939 555.517 364.521 69.7 -122.88370 -48.33084
N10111927 -10.793 0.953 2.33963 559.374 366.262 81.8 -122.82604 -48.36492
N10111928 -10.693 0.933 2.16195 549.080 359.963 85.2 -122.71402 -48.34838
N10111929 -10.716 0.977 2.34483 563.141 368.150 76.6 -123.13496 -48.33104
N1011192 -10.623 1.116 1.72041 525.543 353.071 -4.9 -123.12349 -48.40998
N1C111930 -10.665 0.938 2.40559 565.322 369.856 78.6 -122.73633 -48.21377
N10111931 -10.646 0.928 2.33224 559.140 366.160 80.0 -122.64088 -48.26418
N10111932 -10.858 0.925 2.25126 560.972 366.793 77.9 -123.11627 -48.24995
N10111933 -10.849 0.924 2.24284 560.901 366.750 79.2 -123.10911 -48.22406
N10111934 -10.928 0.998 2.31491 560.373 366.453 75.5 -123.33133 -48.36782
N10111935 -10.852 0.980 2.32378 558.165 365.442 78.1 -123.06256 -48.33098
N10111936 -10.815 0.993 2.32278 558.759 365.681 81.0 -123.24023 -48.38809
N10111937 -10.702 0.965 2.27680 555.372 363.863 81.1 -122.91149 -48.30307
N10111938 -10.866 0.946 2.30835 562.294 367.773 106.0 -123.18676 -48.27423
N10111939 -10.787 0.967 2.39204 559.984 366.783 103.8 -123.01696 -48.35392
N1011193 -10.578 1.044 1.75314 529.200 355.356 -5.5 -122.52487 -48.44683
N10111940 -10.707 0.979 2.40179 560.832 367.230 102.9 -123.05651 -48.33824
N10111941 -10.865 0.994 2.40071 560.536 367.064 104.2 -123.26562 -48.35110
N10111942 -10.765 0.924 2.40038 557.986 365.899 105.1 -122.49463 -48.38515
N10111943 -10.806 1.007 2.05869 557.193 363.350 90.3 -123.63586 -48.23832
N10111944 -10.672 0.986 2.07450 556.169 363.013 91.1 -123.26372 -48.30077
N10111945 -10.761 1.056 2.15237 562.583 365.531 92.8 -123.65196 -48.24003
N10111946 -10.714 0.916 2.06911 546.568 358.230 91.4 -122.58108 -48.20671
N10111947 -10.700 0.996 2.12141 552.179 360.002 92.8 -123.17625 -48.16500
N10111948 -10.810 0.937 2.00015 549.998 359.759 84.4 -122.68748 -48.12818
N10111949 -10.852 1.032 2.11011 555.099 362.642 84.4 -123.35105 -48.19306
N1011194 -10.645 1.024 1.79281 526.013 353.912 -7.7 -122.64183 -48.27499
N10111950 -10.790 0.988 2.22799 558.449 363.933 78.3 -123.11605 -48.20010
N10111951 -10.856 0.989 2.16701 556.790 362.802 79.1 -123.00539 -48.17406
N10111952 -10.608 1.017 2.12794 552.063 360.054 74.6 -123.06743 -48.12885
N10111953 -10.820 0.986 2.05891 548.847 359.144 84.5 -122.98732 -48.22788
N10111954 -10.778 1.054 2.19292 561.394 365.100 83.1 -123.40741 -48.25120
N10111955 -10.596 1.067 2.16294 559.264 363.849 76.2 -123.50403 -48.23831
N10111956 -10.854 1.032 2.19698 555.312 362.047 80.2 -123.09682 -48.24431
N10111957 -10.775 1.022 2.15801 556.977 364.238 71.2 -122.57583 -48.23079
N10111958 -10.726 0.901 2.09961 547.307 358.898 87.3 -122.39592 -48.06890
N10111959 -10.529 0.914 2.04325 548.434 359.044 84.5 -122.43418 -48.13148
N1011195 -10.541 1.060 1.69388 527.057 353.934 -8.4 -122.47583 -48.36174
